track_id,assay_type,distance_bin_start_bp,distance_bin_end_bp,distance_bin_center_bp,effect_mean,effect_relative_to_bin0,count
ENCSR100LIJ_M,PRO-cap,768,895,831,0.004030918783221022,0.20356818422787118,488933
ENCSR100LIJ_M,PRO-cap,896,1023,959,0.00359494241076596,0.18155064349339572,483174
ENCSR100LIJ_M,PRO-cap,1024,1151,1087,0.003232516123670903,0.1632475058842983,477461
ENCSR100LIJ_M,PRO-cap,1152,1279,1215,0.0032836791727654103,0.1658313259917845,472368
ENCSR100LIJ_M,PRO-cap,1280,1407,1343,0.003185935861690731,0.16089512424078,467236
ENCSR100LIJ_M,PRO-cap,1408,1535,1471,0.0032060212602039516,0.1619094706775897,461607
ENCSR100LIJ_M,PRO-cap,1536,1663,1599,0.0031983288810059143,0.16152099257868704,455530
ENCSR100LIJ_M,PRO-cap,1664,1791,1727,0.0030018096248665724,0.15159643932184108,449676
ENCSR100LIJ_M,PRO-cap,1792,1919,1855,0.0027902267876187266,0.1409111498608841,444654
ENCSR100LIJ_M,PRO-cap,1920,2047,1983,0.0026896940177213165,0.13583407574353837,438682
ENCSR100LIJ_M,PRO-cap,2048,2175,2111,0.002598252139471926,0.13121610695808447,432720
ENCSR100LIJ_M,PRO-cap,2176,2303,2239,0.0020550832789102244,0.10378516512568377,426108
ENCSR100LIJ_M,PRO-cap,2304,2431,2367,0.0020655237479549637,0.10431242638799741,420773
ENCSR100LIJ_M,PRO-cap,2432,2559,2495,0.0022552063493663592,0.11389171707221252,415620
ENCSR100LIJ_M,PRO-cap,2560,2687,2623,0.0021337641376794362,0.10775868094540446,409885
ENCSR100LIJ_M,PRO-cap,2688,2815,2751,0.0020828931460606785,0.1051896102320951,405878
ENCSR100LIJ_M,PRO-cap,2816,2943,2879,0.002174514926256487,0.10981666436869122,400640
ENCSR100LIJ_M,PRO-cap,2944,3071,3007,0.0023034939095855542,0.11633032015087855,394946
ENCSR100LIJ_M,PRO-cap,3072,3199,3135,0.0022181776077600237,0.11202170328666525,388856
ENCSR100LIJ_M,PRO-cap,3200,3327,3263,0.0022175548752251355,0.11199025424534134,383481
ENCSR100LIJ_M,PRO-cap,3328,3455,3391,0.0019125282048265346,0.09658589390630748,377966
ENCSR100LIJ_M,PRO-cap,3456,3583,3519,0.001780656305511026,0.08992614099685106,372827
ENCSR100LIJ_M,PRO-cap,3584,3711,3647,0.0018755074682443792,0.09471628438795703,368259
ENCSR100LIJ_M,PRO-cap,3712,3839,3775,0.001786138113145072,0.09020298151048144,362993
ENCSR100LIJ_M,PRO-cap,3840,3967,3903,0.0017192120786468671,0.08682310410459514,358076
ENCSR100LIJ_M,PRO-cap,3968,4095,4031,0.0017410687331853873,0.08792690195242651,352458
ENCSR100LIJ_M,PRO-cap,4096,4223,4159,0.0017946126378896364,0.09063095927615267,345678
ENCSR100LIJ_M,PRO-cap,4224,4351,4287,0.0017668946519030736,0.08923115432319122,340674
ENCSR100LIJ_M,PRO-cap,4352,4479,4415,0.002007421448547139,0.10137816245810902,336147
ENCSR100LIJ_M,PRO-cap,4480,4607,4543,0.0019825526895442024,0.10012224826422815,332010
ENCSR100LIJ_M,PRO-cap,4608,4735,4671,0.0018208985078466686,0.09195843995878929,325343
ENCSR100LIJ_M,PRO-cap,4736,4863,4799,0.0016943125626935655,0.08556563663294436,318674
ENCSR100LIJ_M,PRO-cap,4864,4991,4927,0.0017156024713018993,0.0866408128572375,313639
ENCSR100LIJ_M,PRO-cap,4992,5119,5055,0.0016471433469129378,0.08318351183105438,307113
ENCSR100LIJ_M,PRO-cap,5120,5247,5183,0.0015044420608343418,0.0759768566598011,301904
ENCSR100LIJ_M,PRO-cap,5248,5375,5311,0.0015092098962088507,0.07621764037241924,296048
ENCSR100LIJ_M,PRO-cap,5376,5503,5439,0.0015344783058952396,0.07749373759858906,291628
ENCSR100LIJ_M,PRO-cap,5504,5631,5567,0.001503968825711522,0.07595295748945158,286568
ENCSR100LIJ_M,PRO-cap,5632,5759,5695,0.001532358423185091,0.07738667995310204,281538
ENCSR100LIJ_M,PRO-cap,5760,5887,5823,0.0014808099009765952,0.07478339280445145,277044
ENCSR100LIJ_M,PRO-cap,5888,6015,5951,0.0012795709093939404,0.06462048496248447,271618
ENCSR100LIJ_M,PRO-cap,6016,6143,6079,0.001142275217211386,0.05768682138279363,265894
ENCSR100LIJ_M,PRO-cap,6144,6271,6207,0.001292090791755904,0.06525276009781601,258447
ENCSR100LIJ_M,PRO-cap,6272,6399,6335,0.0014317153346006205,0.07230403455634857,252711
ENCSR100LIJ_M,PRO-cap,6400,6527,6463,0.0013832255757273667,0.06985522010527002,247287
ENCSR100LIJ_M,PRO-cap,6528,6655,6591,0.0014091060760134313,0.0711622289371208,242781
ENCSR100LIJ_M,PRO-cap,6656,6783,6719,0.0015808896966929829,0.07983759096311582,237763
ENCSR100LIJ_M,PRO-cap,6784,6911,6847,0.0016602483422370278,0.08384533615595631,232697
ENCSR100LIJ_M,PRO-cap,6912,7039,6975,0.0013881099134249193,0.07010188738132266,228275
ENCSR100LIJ_M,PRO-cap,7040,7167,7103,0.0015758502997081005,0.07958309293202522,222429
ENCSR100LIJ_M,PRO-cap,7168,7295,7231,0.0016091640793714805,0.08126549488566184,217224
ENCSR100LIJ_M,PRO-cap,7296,7423,7359,0.0014422976568367698,0.07283845964362501,210693
ENCSR100LIJ_M,PRO-cap,7424,7551,7487,0.0013556706330802844,0.06846364911542056,205660
ENCSR100LIJ_M,PRO-cap,7552,7679,7615,0.0013023140962032907,0.06576905418238703,199000
ENCSR100LIJ_M,PRO-cap,7680,7807,7743,0.001083587746161521,0.054723005299900436,192318
ENCSR100LIJ_M,PRO-cap,7808,7935,7871,0.0011221216257860415,0.05666903108912529,188174
ENCSR100LIJ_M,PRO-cap,7936,8063,7999,0.0010652328568923125,0.053796052493064,183650
ENCSR100LIJ_M,PRO-cap,8064,8191,8127,0.000830026948016987,0.04191775814768504,178654
ENCSR100LIJ_M,PRO-cap,8192,8319,8255,0.0011266071355018465,0.05689555688071002,171888
ENCSR100LIJ_M,PRO-cap,8320,8447,8383,0.0011458272423191295,0.057866204630237124,166247
ENCSR100LIJ_M,PRO-cap,8448,8575,8511,0.0012366834097501365,0.062454594033373216,161337
ENCSR100LIJ_M,PRO-cap,8576,8703,8639,0.0013022674967896278,0.0657667008335513,156068
ENCSR100LIJ_M,PRO-cap,8704,8831,8767,0.0010609830965942495,0.053581432443937364,151489
ENCSR100LIJ_M,PRO-cap,8832,8959,8895,0.0013628772545401363,0.06882759563081708,146372
ENCSR100LIJ_M,PRO-cap,8960,9087,9023,0.0013655396335453623,0.06896205025244732,140847
ENCSR100LIJ_M,PRO-cap,9088,9215,9151,0.001033739336070915,0.0522055766751832,135475
ENCSR100LIJ_M,PRO-cap,9216,9343,9279,0.0010736138514565292,0.054219306827178355,129395
ENCSR100LIJ_M,PRO-cap,9344,9471,9407,0.0010083455238070781,0.05092314640774874,123691
ENCSR100LIJ_M,PRO-cap,9472,9599,9535,0.0009794361954275869,0.049463176658430766,118440
ENCSR100LIJ_M,PRO-cap,9600,9727,9663,0.0008185972451336598,0.04134053891123995,114443
ENCSR100LIJ_M,PRO-cap,9728,9855,9791,0.0007258776733257205,0.03665804445020159,108712
ENCSR100LIJ_M,PRO-cap,9856,9983,9919,0.0007846241336540334,0.03962483959095936,103557
