assay_type,distance_bin_start_bp,distance_bin_end_bp,distance_bin_center_bp,effect_mean,effect_relative_to_bin0,count
PRO-cap,8448,8575,8511,0.0017608187558948885,0.14598991355693391,1280
PRO-cap,8576,8703,8639,0.0021548880230301604,0.17866229284181068,1251
PRO-cap,8704,8831,8767,0.0019350818047875072,0.16043810554650165,1152
PRO-cap,8832,8959,8895,0.001901720117906791,0.1576720799305637,1152
PRO-cap,8960,9087,9023,0.002256690015294698,0.18710272091021243,1151
PRO-cap,9088,9215,9151,0.0021634372089835035,0.17937110793940794,906
PRO-cap,9216,9343,9279,0.0019476191208817844,0.16147757748914873,896
PRO-cap,9344,9471,9407,0.001438547561357544,0.11927033002518893,896
PRO-cap,9472,9599,9535,0.0012965009475112926,0.10749321054196863,852
PRO-cap,9600,9727,9663,0.0009547331866919251,0.07915716193303118,768
PRO-cap,9728,9855,9791,0.0010942891385715729,0.09072778002365402,712
PRO-cap,9856,9983,9919,0.0011894577696665465,0.09861823449568505,640
PRO-cap,9984,10111,10047,0.0018668265451992738,0.15477904528619219,640
PRO-cap,10112,10239,10175,0.0015786102524771195,0.13088296199008775,640
PRO-cap,10240,10367,10303,0.0017130375986852187,0.14202836613058065,640
PRO-cap,10368,10495,10431,0.0018810794590658434,0.15596075785958957,445
PRO-cap,10496,10623,10559,0.0017452833763040114,0.14470187143678187,384
PRO-cap,10624,10751,10687,0.001157950439358216,0.09600595403653851,268
PRO-cap,10752,10879,10815,0.0010512227586048084,0.08715713593123425,256
PRO-cap,10880,11007,10943,0.0013735193453925376,0.11387882474066682,256
PRO-cap,11008,11135,11071,0.0017902239480349635,0.1484279052265949,256
PRO-cap,11136,11263,11199,0.0014974603188022684,0.12415480114861517,256
PRO-cap,11264,11391,11327,0.0013049778983879993,0.10819603661170107,164
eCLIP,0,127,63,0.06979320395202034,1.0,4080
eCLIP,128,255,191,0.058956727181680435,0.8447344991098347,4096
eCLIP,256,383,319,0.0325330456986066,0.46613486495005435,4096
eCLIP,384,511,447,0.031208878630877734,0.44716214278301974,4096
eCLIP,512,639,575,0.029341297682414336,0.4204033633788348,4096
eCLIP,640,767,703,0.026070790230491525,0.3735433932566559,4096
eCLIP,768,895,831,0.02087524636667837,0.2991014194022265,4096
eCLIP,896,1023,959,0.02336926453561727,0.33483581799286044,3934
eCLIP,1024,1151,1087,0.025288347332893105,0.36233251808124034,3840
eCLIP,1152,1279,1215,0.030780907224228334,0.4410301502333782,3840
eCLIP,1280,1407,1343,0.027786405414872206,0.39812480071804845,3840
eCLIP,1408,1535,1471,0.02160900797765256,0.3096147870286593,3840
eCLIP,1536,1663,1599,0.029383353133140205,0.4210059356687498,3829
eCLIP,1664,1791,1727,0.0254023094717013,0.3639653724618265,3712
eCLIP,1792,1919,1855,0.01994711861874877,0.2858031654838702,3653
eCLIP,1920,2047,1983,0.020777624197282622,0.29770268479960166,3456
eCLIP,2048,2175,2111,0.01973391828201548,0.28274842197503436,3456
eCLIP,2176,2303,2239,0.013271242784585243,0.19015093208371148,3456
eCLIP,2304,2431,2367,0.01175246936576581,0.16838988182638956,3456
eCLIP,2432,2559,2495,0.014619453006193243,0.20946814558396623,3385
eCLIP,2560,2687,2623,0.01437841588246486,0.20601455540498426,3328
eCLIP,2688,2815,2751,0.015528080037918597,0.22248699240965422,3245
eCLIP,2816,2943,2879,0.016277858134008057,0.23322984491725507,3200
eCLIP,2944,3071,3007,0.013604464408010698,0.19492534570218542,3200
eCLIP,3072,3199,3135,0.013028271796477633,0.18666963341350512,3191
eCLIP,3200,3327,3263,0.013919112714544149,0.19943364004485176,2946
eCLIP,3328,3455,3391,0.015923584876598732,0.2281538025900842,2944
eCLIP,3456,3583,3519,0.016578557678594338,0.2375382808044082,2944
eCLIP,3584,3711,3647,0.01819105924226413,0.2606422719147506,2846
eCLIP,3712,3839,3775,0.02000930212478186,0.2866941334078508,2816
eCLIP,3840,3967,3903,0.01641305402485862,0.23516693740184,2816
eCLIP,3968,4095,4031,0.01800512046792258,0.25797813323343466,2615
eCLIP,4096,4223,4159,0.017503176147807897,0.25078625362779644,2432
eCLIP,4224,4351,4287,0.02055282930802461,0.2944818140481665,2432
eCLIP,4352,4479,4415,0.017645891678961034,0.25283108783903635,2432
eCLIP,4480,4607,4543,0.016192114440029496,0.23200130561653023,2432
eCLIP,4608,4735,4671,0.016309127772788805,0.23367787763405432,2432
eCLIP,4736,4863,4799,0.01670926389019649,0.23941104497342397,2432
eCLIP,4864,4991,4927,0.01317548000401147,0.1887788388833534,2432
eCLIP,4992,5119,5055,0.016473981285505607,0.236039905788402,2432
eCLIP,5120,5247,5183,0.017238475840444106,0.2469936163454364,2432
eCLIP,5248,5375,5311,0.022450118523393986,0.32166625476640137,2432
