track_id,assay_type,distance_bin_start_bp,distance_bin_end_bp,distance_bin_center_bp,effect_mean,effect_relative_to_bin0,count
ENCSR046BCI_P,PRO-cap,9088,9215,9151,0.0013291339875346846,0.20062808206999747,768
ENCSR046BCI_P,PRO-cap,9216,9343,9279,0.0009291825608670479,0.14025682649604185,768
ENCSR046BCI_P,PRO-cap,9344,9471,9407,0.0005912461160733073,0.08924651345282619,768
ENCSR046BCI_P,PRO-cap,9472,9599,9535,0.00044552404566881404,0.06725028148922237,768
ENCSR046BCI_P,PRO-cap,9600,9727,9663,0.0007245884411293734,0.1093740665706074,642
ENCSR046BCI_P,PRO-cap,9728,9855,9791,0.0005577477051701863,0.0841900466143311,640
ENCSR046BCI_P,PRO-cap,9856,9983,9919,0.0005058113200742382,0.07635043267836067,544
ENCSR046BCI_P,PRO-cap,9984,10111,10047,0.0005094029492056507,0.07689257641322865,512
ENCSR046BCI_P,PRO-cap,10112,10239,10175,0.0008709624988227915,0.13146871371322083,512
ENCSR046BCI_P,PRO-cap,10240,10367,10303,0.0012461596882076265,0.188103404579832,512
ENCSR046BCI_P,PRO-cap,10368,10495,10431,0.001075892021844993,0.16240210158010115,512
ENCSR046BCI_P,PRO-cap,10496,10623,10559,0.0007277797772654925,0.10985578749132348,440
ENCSR046BCI_P,PRO-cap,10624,10751,10687,0.001115926532672044,0.1684451696222779,384
ENCSR046BCI_P,PRO-cap,10752,10879,10815,0.0003453281675926216,0.052126067498553336,384
ENCSR046BCI_P,PRO-cap,10880,11007,10943,0.0002608043202296055,0.0393674912040196,384
ENCSR046BCI_P,PRO-cap,11008,11135,11071,0.0004754125933080407,0.07176185221493847,384
ENCSR046BCI_P,PRO-cap,11136,11263,11199,0.0007389834251515804,0.11154693857816207,314
ENCSR046BCI_P,PRO-cap,11264,11391,11327,0.0006635082354478072,0.10015422520528094,128
ENCSR046BCI_P,PRO-cap,11392,11519,11455,0.0013593738149211276,0.2051926772331405,128
ENCSR046BCI_P,PRO-cap,11520,11647,11583,0.0006371094732458005,0.09616942526841803,128
ENCSR046BCI_P,PRO-cap,11648,11775,11711,0.0008372589172722655,0.12638127708998476,128
ENCSR046BCI_P,PRO-cap,11776,11903,11839,0.00022557660122402012,0.034049991413873756,128
ENCSR046BCI_P,PRO-cap,11904,12031,11967,0.00023393470200971933,0.03531161721391283,128
ENCSR046BCI_P,PRO-cap,12032,12159,12095,0.00047439380796276964,0.07160807016453596,128
ENCSR046BCI_P,PRO-cap,12160,12287,12223,0.0002862576815024228,0.04320958620895741,71
ENCSR100LIJ_M,PRO-cap,0,127,63,0.0006797218627748985,1.0,4010
ENCSR100LIJ_M,PRO-cap,128,255,191,0.0002863355887642126,0.4212540517606354,3968
ENCSR100LIJ_M,PRO-cap,256,383,319,0.0002428779425451188,0.35731959768601995,3968
ENCSR100LIJ_M,PRO-cap,384,511,447,0.00021024039987086355,0.3093035716293978,3968
ENCSR100LIJ_M,PRO-cap,512,639,575,0.00013107503398149703,0.19283627783634313,3968
ENCSR100LIJ_M,PRO-cap,640,767,703,0.00018953432738231317,0.2788410050672163,3968
ENCSR100LIJ_M,PRO-cap,768,895,831,0.0002271168604011109,0.33413205141574875,3968
ENCSR100LIJ_M,PRO-cap,896,1023,959,0.0002168619075874748,0.3190450674959271,3968
ENCSR100LIJ_M,PRO-cap,1024,1151,1087,0.0002209027071901716,0.32498985142004666,3784
ENCSR100LIJ_M,PRO-cap,1152,1279,1215,0.00017879907314354254,0.2630474064989063,3712
ENCSR100LIJ_M,PRO-cap,1280,1407,1343,0.00021465631867213547,0.31580022716324274,3712
ENCSR100LIJ_M,PRO-cap,1408,1535,1471,0.0002545352289797032,0.37446968079059256,3712
ENCSR100LIJ_M,PRO-cap,1536,1663,1599,0.0003097057417778223,0.455635986921884,3712
ENCSR100LIJ_M,PRO-cap,1664,1791,1727,0.00021130713184989606,0.3108729370381809,3657
ENCSR100LIJ_M,PRO-cap,1792,1919,1855,0.0002591604532783874,0.38127426447692886,3584
ENCSR100LIJ_M,PRO-cap,1920,2047,1983,0.00019550028726200708,0.2876180655185875,3584
ENCSR100LIJ_M,PRO-cap,2048,2175,2111,0.00031523339852006823,0.46376822018517766,3584
ENCSR100LIJ_M,PRO-cap,2176,2303,2239,0.00020714054550450913,0.30474309691743323,3584
ENCSR100LIJ_M,PRO-cap,2304,2431,2367,0.00022657371651532433,0.33333298356824825,3553
ENCSR100LIJ_M,PRO-cap,2432,2559,2495,0.00023747609902279187,0.34937245957238855,3456
ENCSR100LIJ_M,PRO-cap,2560,2687,2623,0.00017680433276926494,0.26011276442908343,3455
ENCSR100LIJ_M,PRO-cap,2688,2815,2751,0.0001537837438438426,0.22624510445498308,3328
ENCSR100LIJ_M,PRO-cap,2816,2943,2879,0.0001472122848003192,0.21657723969527676,3328
ENCSR100LIJ_M,PRO-cap,2944,3071,3007,0.00014089600852702671,0.2072847972725674,3328
ENCSR100LIJ_M,PRO-cap,3072,3199,3135,0.00023459950160451207,0.3451404382474655,3328
ENCSR100LIJ_M,PRO-cap,3200,3327,3263,0.00020470160569428328,0.3011549530842054,3241
ENCSR100LIJ_M,PRO-cap,3328,3455,3391,0.00018461738989733473,0.2716072558614669,3155
ENCSR100LIJ_M,PRO-cap,3456,3583,3519,0.00015188677537499493,0.2234543034336602,3072
ENCSR100LIJ_M,PRO-cap,3584,3711,3647,0.0002080268600764944,0.3060470340430789,3034
ENCSR100LIJ_M,PRO-cap,3712,3839,3775,0.0001866629696208925,0.2746166922730116,2944
ENCSR100LIJ_M,PRO-cap,3840,3967,3903,0.00018689783387739936,0.274962222216021,2944
ENCSR100LIJ_M,PRO-cap,3968,4095,4031,0.00012570990542539931,0.1849431544134844,2944
ENCSR100LIJ_M,PRO-cap,4096,4223,4159,0.00022395120841527184,0.32947477590468077,2854
ENCSR100LIJ_M,PRO-cap,4224,4351,4287,0.00022890379271914505,0.33676096835353736,2750
ENCSR100LIJ_M,PRO-cap,4352,4479,4415,0.00016405852420052787,0.2413612584576504,2609
ENCSR100LIJ_M,PRO-cap,4480,4607,4543,0.00023511133348392833,0.3458934401846501,2560
ENCSR100LIJ_M,PRO-cap,4608,4735,4671,0.00020079667746131236,0.29541006175905454,2560
